accident_id,Country,Year,Month,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Population Density
ACC08428,Japan,2023,April,Main Road,Foggy,226.7743797,4,102,Male,0.035380404,1,Poor,2,0,Severe,9,3,42.72430707,1016.125692,Weather,5,42461.42414,47361.9137,2395.61507
ACC08429,Japan,2023,March,Main Road,Foggy,243.5586058,1,88,Female,0.24011756,0,Moderate,1,0,Severe,11,3,55.44750633,4163.184238,Speeding,9,17465.0711,56161.14842,3759.585078
ACC08430,USA,2023,April,Main Road,Rainy,63.26081447,1,70,Male,0.082076873,1,Good,2,0,Severe,8,3,33.8173974,4296.81564,Speeding,6,16379.30294,8231.28021,3926.027107
ACC08431,Australia,2023,August,Main Road,Windy,182.0588212,4,55,Female,0.039039128,0,Moderate,0,1,Severe,12,3,46.13008982,4316.198465,Weather,5,27559.9722,80282.79136,4199.618531
ACC08432,Germany,2023,April,Main Road,Rainy,82.34584156,4,69,Male,0.077529229,1,Moderate,1,1,Severe,19,1,42.47288215,6725.052815,Weather,9,6198.534592,23007.18839,2523.828011
ACC08433,UK,2023,September,Street,Foggy,473.5554761,3,64,Female,0.016866282,1,Moderate,1,0,Minor,4,3,23.67041127,488.5119187,Speeding,5,36636.03527,3765.698672,3599.390174
ACC08434,China,2023,January,Main Road,Snowy,94.57950409,2,43,Female,0.2107649,0,Good,2,1,Moderate,2,0,15.95328965,1708.130582,Drunk Driving,6,38032.26786,98982.48696,3548.952354
ACC08435,Brazil,2023,September,Main Road,Rainy,247.7256215,3,57,Female,0.229047779,0,Moderate,0,1,Severe,12,2,44.87143811,2115.023762,Weather,1,18319.78213,23478.88095,1827.308672
ACC08436,Russia,2023,April,Street,Foggy,364.0542201,1,110,Male,0.061526366,0,Moderate,2,2,Severe,17,3,41.07424556,1677.457061,Mechanical Failure,8,5271.148086,79711.43101,4425.396744
ACC08437,Canada,2023,July,Street,Foggy,79.11766067,4,57,Female,0.227323996,0,Good,1,0,Moderate,18,2,44.38991854,4351.529405,Weather,5,47790.25537,34647.67779,1731.032463
ACC08438,India,2023,July,Street,Windy,248.8089633,2,87,Male,0.192336354,0,Good,2,1,Moderate,13,2,42.69441308,4237.788225,Mechanical Failure,3,6147.629438,56141.6926,3396.31576
ACC08439,Brazil,2023,October,Street,Clear,446.8037323,4,97,Female,0.025678838,0,Good,0,0,Severe,3,1,45.73779639,6083.58713,Weather,2,39862.86289,49689.98634,3667.151936
ACC08440,Brazil,2023,June,Main Road,Snowy,465.3793041,4,59,Female,0.034714734,1,Good,1,1,Severe,5,1,13.81501272,2204.991196,Speeding,7,11699.59847,90989.22944,266.493483
ACC08441,Russia,2023,August,Street,Rainy,478.437634,2,92,Female,0.164434729,0,Good,0,2,Severe,11,1,57.75006709,3342.524798,Mechanical Failure,6,1114.829886,38043.11635,2685.960104
ACC08442,USA,2023,March,Highway,Snowy,455.6546702,1,62,Male,0.04624185,1,Poor,2,1,Minor,15,2,57.80881973,1556.794111,Drunk Driving,9,32781.30242,23911.74136,2156.883819
ACC08443,Germany,2023,September,Main Road,Foggy,221.0000704,3,72,Female,0.164784505,0,Moderate,0,1,Moderate,3,4,49.34088568,2061.063656,Distracted Driving,4,39075.92148,81743.89099,2901.163388
ACC08444,USA,2023,November,Highway,Snowy,465.2126133,4,32,Female,0.159650826,1,Poor,1,0,Minor,9,0,7.102678685,6867.32053,Mechanical Failure,4,26802.25114,26116.96459,3174.537747
ACC08445,Germany,2023,February,Street,Foggy,265.7633283,1,111,Female,0.204412999,0,Good,0,1,Moderate,19,0,49.05540575,3562.10994,Drunk Driving,7,23286.58675,34705.5338,4513.928082
ACC08446,Germany,2023,December,Highway,Clear,417.7698312,2,42,Female,0.04370128,0,Poor,1,1,Severe,3,2,48.51648631,3057.729452,Mechanical Failure,1,14423.07313,69393.12647,4213.835813
ACC08447,UK,2023,February,Highway,Clear,195.3436679,2,107,Female,0.047626224,0,Moderate,2,1,Moderate,13,2,16.29449162,7243.066233,Mechanical Failure,0,9690.462396,12025.08015,869.9161861
ACC08448,China,2023,August,Highway,Clear,120.6974347,4,73,Male,0.023153354,0,Good,1,0,Severe,2,1,28.33793569,8124.779535,Mechanical Failure,8,45592.5107,27531.94428,1355.520671
ACC08449,China,2023,December,Highway,Rainy,257.1603833,2,40,Female,0.182932112,1,Good,0,2,Minor,13,3,28.96409793,5433.939654,Distracted Driving,4,35654.7746,86066.28361,1774.302146
ACC08450,Australia,2023,October,Highway,Clear,387.4198069,2,97,Female,0.032998392,0,Poor,0,1,Moderate,10,2,19.14581192,9254.577875,Drunk Driving,1,7463.81592,73559.70853,1060.90595
ACC08451,India,2023,October,Highway,Clear,193.3615399,1,110,Male,0.161502209,0,Poor,2,1,Severe,18,2,45.80933583,7495.526669,Speeding,1,36308.23641,28110.52181,3453.097868
ACC08452,Japan,2023,November,Street,Foggy,265.98756,2,42,Male,0.21120327,1,Good,0,1,Moderate,1,4,21.49395922,4106.692894,Distracted Driving,8,47653.26416,26323.1197,1421.608229
ACC08453,Australia,2023,February,Main Road,Rainy,205.6335002,2,110,Female,0.178611246,1,Good,0,1,Moderate,9,1,17.52087314,696.1975833,Mechanical Failure,2,40818.6276,83735.38444,3866.826515
ACC08454,China,2023,April,Main Road,Windy,186.9276649,3,93,Female,0.142491076,1,Moderate,0,0,Minor,13,4,38.85139942,4540.76222,Drunk Driving,5,47954.46758,28501.77277,2685.8834
ACC08455,China,2023,December,Highway,Foggy,461.515737,4,75,Female,0.062345905,0,Good,1,0,Moderate,1,4,59.49365296,5481.444443,Distracted Driving,6,49950.31508,81202.58743,1142.03563
ACC08456,Germany,2023,January,Street,Windy,422.7364551,3,64,Male,0.172076652,1,Good,0,0,Severe,9,3,19.41200259,3618.900097,Mechanical Failure,8,46940.45855,84027.6772,2618.871139
ACC08457,Canada,2023,October,Street,Snowy,370.60486,2,114,Male,0.207499739,1,Good,0,0,Moderate,7,2,34.64088623,4724.682042,Weather,2,2788.982113,16115.76784,214.8536338
ACC08458,Canada,2023,December,Main Road,Windy,63.80662576,4,108,Female,0.112162804,0,Poor,2,2,Severe,5,1,22.73206918,5986.621848,Mechanical Failure,3,28246.45864,58070.86866,2035.692984
ACC08459,UK,2023,December,Highway,Foggy,325.3812926,4,77,Female,0.173487074,1,Moderate,1,2,Moderate,13,2,44.71174047,2622.219792,Mechanical Failure,3,9261.124368,90200.38651,4441.574091
ACC08460,USA,2023,May,Street,Rainy,413.0851438,3,57,Male,0.059797825,0,Moderate,2,2,Minor,1,4,13.67503402,4638.582991,Mechanical Failure,6,35277.65804,34924.84673,563.70348
ACC08461,Brazil,2023,May,Main Road,Snowy,191.1518989,2,104,Female,0.136228019,0,Moderate,1,1,Minor,16,3,51.41941643,5288.33525,Mechanical Failure,8,35473.15225,61865.89019,1565.801832
ACC08462,USA,2023,May,Main Road,Snowy,422.1730663,4,58,Male,0.108332837,1,Moderate,2,1,Minor,4,3,38.87477265,8802.639885,Drunk Driving,9,23094.22155,66450.18054,4780.770838
ACC08463,Japan,2023,June,Main Road,Windy,342.8209311,1,37,Male,0.22187718,1,Good,1,1,Moderate,19,0,44.13115601,3997.072878,Drunk Driving,7,11890.05081,34502.6177,2368.633822
ACC08464,Japan,2023,June,Highway,Rainy,187.3307519,1,100,Male,0.122896176,0,Poor,1,0,Severe,18,2,38.15839808,8172.085172,Weather,3,14976.01115,72733.01639,2492.281651
ACC08465,India,2023,September,Street,Rainy,384.8910074,3,40,Female,0.086788348,1,Poor,1,1,Severe,13,4,20.94311075,4527.69462,Distracted Driving,3,17873.05331,60378.1373,1469.351164
ACC08466,China,2023,July,Street,Clear,240.996253,4,110,Male,0.08497602,0,Good,1,2,Moderate,10,4,49.07512895,7523.087607,Weather,6,42114.29164,35249.0313,3083.657928
ACC08467,Russia,2023,November,Main Road,Clear,287.742155,2,39,Male,0.163304183,1,Good,1,1,Moderate,15,1,9.704460362,4227.232885,Speeding,1,39743.58368,24475.06678,3989.42201
ACC08468,Canada,2023,September,Main Road,Foggy,213.7600414,4,110,Female,0.107618775,0,Good,1,2,Severe,10,4,57.73986944,3234.444122,Mechanical Failure,4,8463.374567,38676.70294,1898.350228
ACC08469,Germany,2023,January,Highway,Snowy,231.5458078,3,30,Female,0.230125031,0,Good,1,1,Minor,19,3,17.12474016,1160.538148,Weather,3,43571.32223,5118.318299,2812.614273
ACC08470,Russia,2023,October,Highway,Rainy,396.7157357,2,57,Male,0.018299141,0,Poor,2,2,Severe,5,2,9.343580199,6246.99083,Drunk Driving,1,17314.80886,10386.98682,2502.489287
ACC08471,Brazil,2023,August,Main Road,Windy,123.9469915,1,51,Female,0.232802652,1,Poor,2,2,Moderate,9,1,24.33878749,2540.41292,Weather,4,35309.83072,7583.684903,2529.432532
ACC08472,UK,2023,April,Main Road,Windy,299.2732693,3,81,Female,0.188195547,1,Good,2,0,Moderate,1,4,22.36676824,1750.115491,Drunk Driving,7,15509.08385,57155.70727,4933.570033
ACC08473,Canada,2023,February,Street,Windy,165.4120437,2,117,Female,0.048152224,1,Poor,0,1,Severe,4,0,28.79832314,7473.999171,Distracted Driving,5,21384.87695,97563.74582,2803.092344
ACC08474,Canada,2023,October,Highway,Windy,351.8883341,3,111,Female,0.088325533,1,Poor,2,1,Moderate,12,4,55.97944931,5469.758257,Mechanical Failure,0,18353.92061,72413.90974,477.9969151
ACC08475,Australia,2023,April,Highway,Clear,101.8666561,4,103,Male,0.221476111,0,Good,0,1,Minor,9,1,39.64099131,1868.436615,Distracted Driving,2,18610.18606,89189.54325,4148.223814
ACC08476,Russia,2023,August,Main Road,Windy,470.1743921,1,119,Female,0.051731347,0,Good,1,0,Severe,1,0,58.27298543,7774.237761,Distracted Driving,3,8657.315128,37038.58522,519.1965187
ACC08477,Canada,2023,July,Street,Clear,463.0713725,4,58,Female,0.091393837,1,Good,2,2,Moderate,1,2,52.18841036,2956.197458,Mechanical Failure,7,3412.151793,28970.35119,2390.39349
ACC08478,Brazil,2023,January,Main Road,Snowy,453.4375281,1,100,Female,0.079860784,0,Poor,0,2,Moderate,5,4,22.94627097,4257.551905,Speeding,6,25828.34023,60091.01807,4021.785398
ACC08479,Canada,2023,June,Highway,Snowy,63.7904278,1,97,Female,0.177017708,0,Moderate,0,0,Minor,2,3,54.40931056,5918.404966,Mechanical Failure,4,43203.34886,63136.30037,1485.14375
ACC08480,Japan,2023,December,Street,Clear,495.2801791,3,91,Male,0.007988457,0,Good,0,0,Severe,2,3,28.16064267,4200.997443,Weather,5,36470.69788,82565.60927,4071.506049
ACC08481,UK,2023,June,Main Road,Snowy,435.4822252,4,41,Female,0.170940786,0,Poor,2,2,Moderate,17,1,20.50276409,9733.0878,Distracted Driving,3,6457.163995,60814.73659,4351.546398
ACC08482,UK,2023,November,Highway,Rainy,281.8375108,4,52,Female,0.009764839,0,Good,1,1,Severe,10,2,34.34779653,801.7175706,Distracted Driving,6,25694.0212,36946.69339,4084.35872
ACC08483,Australia,2023,July,Main Road,Windy,485.3891031,4,57,Female,0.035278341,0,Good,2,0,Severe,19,1,40.72849384,6836.136969,Distracted Driving,0,1942.580568,92148.90367,3055.14782
ACC08484,Brazil,2023,February,Highway,Windy,452.9651809,2,37,Female,0.182157341,1,Poor,0,2,Moderate,4,0,48.54213967,3361.251228,Mechanical Failure,0,40611.57055,63926.11119,2979.298643
ACC08485,Canada,2023,October,Highway,Windy,267.6069255,2,34,Female,0.12304936,1,Moderate,0,1,Severe,17,4,25.08683387,4044.888485,Speeding,8,19376.29347,54584.49861,4787.197527
ACC08486,Japan,2023,November,Street,Rainy,431.4285056,2,44,Female,0.160437533,0,Good,0,2,Severe,8,4,7.140224416,7364.07489,Weather,9,32037.83754,13310.31527,3182.488935
ACC08487,India,2023,May,Highway,Clear,148.9793236,3,81,Female,0.18185188,1,Moderate,0,0,Moderate,2,2,41.22982541,299.7540286,Drunk Driving,8,44455.14672,55723.67181,3098.710087
ACC08488,Germany,2023,August,Street,Clear,75.72806179,2,35,Male,0.008253878,1,Good,2,0,Minor,15,0,30.60155754,5483.132543,Drunk Driving,4,7758.570545,15075.06522,4239.106897
ACC08489,Australia,2023,December,Main Road,Rainy,258.7754826,2,51,Male,0.080285036,1,Moderate,2,2,Minor,0,0,12.34145953,6742.384293,Speeding,8,47715.48463,83468.42175,4061.105912
ACC08490,USA,2023,June,Highway,Foggy,295.7925143,4,30,Female,0.104598883,0,Moderate,1,1,Moderate,10,3,56.90130441,8106.696925,Distracted Driving,8,19194.02068,94677.62886,1698.073043
ACC08491,Brazil,2023,September,Main Road,Windy,76.42021743,2,108,Male,0.101840693,1,Poor,0,0,Severe,3,4,19.73195802,4841.599789,Distracted Driving,1,45602.88339,16882.24827,60.66194524
ACC08492,UK,2023,April,Main Road,Clear,451.4316502,2,92,Male,0.175490319,1,Good,1,0,Severe,5,1,34.12168534,3001.850564,Weather,8,46352.81925,8973.266214,4508.865189
ACC08493,Brazil,2023,May,Main Road,Rainy,96.76687183,2,119,Female,0.205938685,1,Moderate,2,2,Severe,15,2,52.40705467,9020.281519,Speeding,5,36863.7002,43440.59798,2192.401031
ACC08494,Australia,2023,January,Main Road,Windy,451.5827388,3,117,Male,0.051649137,0,Moderate,0,2,Severe,10,2,45.59043071,5493.54195,Speeding,1,4697.54337,10583.34017,2382.654335
ACC08495,USA,2023,December,Main Road,Windy,164.9727217,2,38,Female,0.037142441,1,Poor,0,0,Severe,13,1,6.509936371,1499.293181,Distracted Driving,2,29749.58094,72049.80218,1185.282427
ACC08496,Japan,2023,April,Main Road,Clear,230.9856942,4,61,Female,0.156680478,0,Moderate,1,0,Moderate,10,3,17.67264846,8700.122274,Speeding,2,6223.408788,12689.77349,4590.089201
ACC08497,USA,2023,February,Street,Windy,286.7506981,2,112,Male,0.18256058,1,Poor,1,1,Minor,8,4,23.01031491,7635.987355,Speeding,3,43303.27737,19251.4485,48.50367496
ACC08498,USA,2023,March,Main Road,Rainy,476.6211504,3,87,Female,0.180967454,0,Moderate,1,2,Minor,17,3,28.92112411,2443.137737,Distracted Driving,4,3988.665633,21178.91287,3807.77682
ACC08499,China,2023,May,Highway,Foggy,457.0540189,4,78,Male,0.053395275,0,Moderate,2,1,Moderate,11,3,54.62896788,1389.896505,Mechanical Failure,7,35557.78974,69379.3426,2857.945784
ACC08500,Russia,2023,July,Street,Snowy,212.0201745,3,41,Male,0.155089924,1,Poor,1,1,Severe,4,0,28.55616832,8885.39425,Mechanical Failure,0,43623.07032,90575.46834,4757.527249
ACC08501,Canada,2023,March,Street,Windy,274.5771798,1,81,Male,0.152212654,1,Moderate,1,1,Minor,0,2,6.706919987,9404.59509,Distracted Driving,8,20402.19936,42168.73316,4277.397701
ACC08502,China,2023,August,Highway,Rainy,216.5593563,1,73,Female,0.012353149,1,Moderate,1,0,Severe,10,4,48.16186723,994.8478741,Weather,4,33526.7176,57200.6119,1715.307249
ACC08503,Germany,2023,December,Main Road,Foggy,349.9814227,1,70,Female,0.176060108,0,Moderate,0,1,Severe,15,1,40.63188811,120.9695195,Drunk Driving,0,44870.11848,73671.34081,1482.4691
ACC08504,Germany,2023,September,Main Road,Windy,385.9909425,1,77,Male,0.204061159,0,Moderate,1,2,Severe,17,4,48.5784948,1842.662882,Mechanical Failure,8,42950.22246,40295.66239,3637.544001
ACC08505,Russia,2023,December,Main Road,Snowy,380.3269335,3,95,Male,0.072264827,1,Poor,0,1,Minor,18,2,37.95944374,8782.919882,Distracted Driving,8,47915.86444,15352.58231,2445.593304
ACC08506,UK,2023,July,Highway,Foggy,213.6430072,2,57,Female,0.198062704,0,Moderate,0,0,Moderate,3,0,29.65841416,5343.030851,Distracted Driving,4,14891.20991,70362.32717,4657.242291
ACC08507,Australia,2023,November,Highway,Foggy,370.5645256,4,72,Male,0.056224046,0,Good,1,2,Minor,11,4,31.83646965,1586.096398,Mechanical Failure,5,28355.63607,33714.13823,1748.60053
ACC08508,Australia,2023,March,Main Road,Foggy,154.6462364,4,63,Male,0.246348311,1,Poor,1,0,Minor,14,0,47.25289113,7966.178641,Speeding,7,36736.00741,3764.699026,1656.167203
ACC08509,USA,2023,September,Main Road,Clear,384.5788081,4,91,Male,0.060026594,0,Poor,1,1,Moderate,11,1,28.58715224,3269.462654,Drunk Driving,4,43012.60627,24489.98537,444.5432629
ACC08510,USA,2023,October,Highway,Snowy,78.93264019,4,109,Female,0.058049596,1,Good,1,2,Severe,18,0,35.23158303,2531.516468,Distracted Driving,5,21043.47503,25426.90868,1752.426025
ACC08511,Germany,2023,October,Highway,Snowy,256.2189478,1,38,Female,0.08824443,0,Good,2,2,Severe,3,1,34.22292884,6238.397654,Mechanical Failure,5,3394.638711,22339.46239,4350.541404
ACC08512,Germany,2023,July,Highway,Clear,419.8236773,2,58,Female,0.149544631,0,Good,2,1,Minor,16,0,19.86142699,2733.453074,Weather,2,19043.42652,40822.42476,3878.445384
ACC08513,Australia,2023,November,Main Road,Windy,386.5022492,4,112,Male,0.079057109,1,Moderate,1,1,Moderate,19,4,9.121856988,2361.697433,Drunk Driving,6,40094.59054,92286.8122,2472.796548
ACC08514,Russia,2023,January,Street,Rainy,207.9373794,4,61,Male,0.0292512,1,Good,1,0,Minor,15,0,51.14049952,2549.320797,Speeding,8,6731.470186,69952.01946,1430.062657
ACC08515,USA,2023,May,Main Road,Rainy,65.1226825,2,107,Female,0.24845281,0,Good,1,0,Moderate,0,0,13.47117422,7012.721047,Drunk Driving,9,29134.40038,52735.8277,3728.792766
ACC08516,Japan,2023,February,Main Road,Windy,194.681814,3,109,Male,0.004753527,1,Good,2,0,Moderate,9,1,47.86979292,7064.484858,Mechanical Failure,9,10648.98058,35110.25649,4953.437702
ACC08517,Canada,2023,January,Highway,Windy,74.67037071,1,54,Male,0.180201794,0,Good,1,2,Severe,16,2,48.41638302,5199.625072,Drunk Driving,8,9987.43248,70079.8453,2576.470069
ACC08518,China,2023,February,Main Road,Snowy,190.0606641,4,97,Female,0.161753092,0,Moderate,1,1,Moderate,0,1,48.24976125,6913.38788,Mechanical Failure,7,44128.77206,55624.74557,1419.896618
ACC08519,India,2023,February,Street,Rainy,369.8954966,2,119,Female,0.115594792,0,Poor,1,1,Minor,1,1,45.98589931,7824.718713,Speeding,9,13652.89159,12039.54306,2413.839218
ACC08520,UK,2023,December,Street,Snowy,386.4955813,3,74,Female,0.057163132,0,Moderate,2,0,Moderate,16,0,41.44483428,9754.562301,Mechanical Failure,2,21840.6529,7735.942576,4632.062361
ACC08521,Japan,2023,April,Main Road,Foggy,181.2467029,2,85,Male,0.050368144,1,Good,1,0,Severe,2,0,7.433360529,7784.326933,Drunk Driving,5,33733.48169,84929.317,2188.411466
ACC08522,China,2023,March,Highway,Windy,438.6999995,3,118,Male,0.17551967,0,Poor,0,1,Minor,11,3,48.2201094,8148.126117,Distracted Driving,5,38061.03027,61889.74163,3409.32299
ACC08523,Canada,2023,May,Highway,Foggy,481.7349977,3,38,Female,0.022711927,0,Poor,0,0,Severe,14,1,51.9941692,5747.029536,Weather,7,33088.29755,59053.95825,2786.191257
ACC08524,Australia,2023,January,Street,Rainy,313.2340609,4,73,Female,0.229984003,0,Good,0,0,Moderate,16,1,15.87826685,7585.12404,Speeding,9,47161.79163,35342.13026,3631.437676
ACC08525,USA,2023,December,Street,Rainy,122.7006576,2,54,Male,0.193194422,1,Good,0,2,Severe,6,4,18.71896272,7662.901958,Mechanical Failure,3,25991.9901,96375.68136,1022.58286
ACC08526,Brazil,2023,April,Street,Foggy,146.4755097,3,86,Female,0.217373124,1,Good,0,0,Moderate,10,0,17.60355551,582.8934688,Mechanical Failure,5,9044.585557,89638.10988,4830.594201
ACC08527,UK,2023,March,Street,Foggy,242.9147845,2,76,Female,0.160958447,0,Poor,2,2,Minor,15,1,47.4937428,293.4716171,Drunk Driving,7,23996.60909,78235.4299,838.9090877
ACC08528,Australia,2023,July,Street,Snowy,476.9754383,2,66,Female,0.209850833,1,Poor,0,2,Minor,5,2,38.25509958,511.188874,Distracted Driving,0,29245.029,51639.86206,4224.586615
ACC08529,Germany,2023,June,Main Road,Snowy,489.3024244,1,106,Female,0.182490158,0,Poor,1,2,Minor,2,4,43.30642702,3327.215055,Drunk Driving,3,34915.55934,11884.82666,884.8586117
ACC08530,UK,2023,November,Main Road,Clear,347.4167128,1,62,Female,0.069592485,0,Poor,2,2,Moderate,13,4,37.74195874,741.7241551,Speeding,1,18475.34509,69197.70639,4572.83014
ACC08531,Australia,2023,January,Street,Windy,83.90837558,4,44,Male,0.098454698,1,Poor,0,0,Severe,11,3,48.30738969,6465.7137,Distracted Driving,5,34405.60848,97036.08122,647.3775569
ACC08532,Russia,2023,February,Highway,Rainy,450.5522978,4,95,Male,0.139894942,0,Moderate,2,0,Minor,8,2,53.17684495,9576.666074,Distracted Driving,0,42958.57516,8940.336766,615.3488493
ACC08533,USA,2023,March,Street,Windy,424.4167696,2,64,Female,0.013302814,0,Moderate,0,2,Moderate,5,3,37.27516805,7726.453445,Speeding,2,6363.095424,77407.95955,2695.288994
ACC08534,Japan,2023,March,Main Road,Foggy,410.3728058,2,63,Male,0.083356609,1,Good,1,2,Moderate,9,0,35.34057964,3445.910577,Weather,1,29543.13451,1958.732235,461.0438002
ACC08535,India,2023,July,Street,Foggy,367.6929376,4,99,Male,0.077449705,0,Moderate,2,1,Minor,14,3,20.88236885,759.1814231,Speeding,8,48338.91656,47747.64697,4424.796308
ACC08536,Canada,2023,September,Highway,Snowy,212.0368058,4,68,Female,0.22701503,1,Moderate,0,0,Minor,5,2,48.13356097,2336.477772,Speeding,9,19899.5985,38373.50488,93.54623694
ACC08537,Germany,2023,June,Street,Foggy,454.1344771,3,93,Male,0.021707776,0,Poor,2,1,Severe,0,0,31.77417594,6522.314069,Mechanical Failure,1,1820.843826,23314.62308,1820.278995
ACC08538,China,2023,January,Highway,Snowy,335.4940715,2,47,Female,0.242623812,0,Poor,0,1,Minor,1,0,40.37963117,8624.537828,Distracted Driving,9,44352.7922,96719.89236,3790.860363
ACC08539,China,2023,February,Street,Windy,457.140516,1,73,Male,0.040625782,1,Poor,2,0,Minor,18,0,6.626446866,5323.939248,Mechanical Failure,0,21324.04286,98988.22064,2284.378269
ACC08540,USA,2023,October,Highway,Rainy,96.62380623,3,49,Male,0.142691014,0,Moderate,1,2,Minor,17,2,23.7752367,1083.096951,Weather,8,11075.73133,99709.72575,3634.408767
ACC08541,Canada,2023,December,Highway,Foggy,337.692585,2,66,Female,0.124372529,1,Good,1,2,Moderate,13,3,12.42032667,306.8576268,Mechanical Failure,8,47176.71399,92310.45095,1112.542198
ACC08542,Brazil,2023,April,Street,Clear,164.6245576,4,87,Female,0.071607526,0,Good,1,0,Minor,16,0,16.49561598,9842.407846,Drunk Driving,7,31853.52017,13238.02964,3789.017802
ACC08543,Germany,2023,August,Main Road,Snowy,83.11045305,4,84,Female,0.22438131,1,Good,2,1,Severe,15,2,8.034121014,7643.92393,Speeding,6,19201.61788,28497.04948,2774.314899
ACC08544,USA,2023,May,Highway,Clear,216.3803483,1,50,Male,0.16705478,0,Good,2,0,Minor,5,1,44.02438805,634.8279284,Drunk Driving,2,46665.39625,8219.41441,3444.329807
ACC08545,China,2023,January,Highway,Windy,93.36181187,3,109,Female,0.015698093,1,Poor,2,1,Severe,14,4,31.15859953,9733.999298,Mechanical Failure,2,42656.68838,12053.97908,261.695827
ACC08546,USA,2023,October,Street,Rainy,201.2321239,1,79,Male,0.109076282,1,Moderate,0,1,Severe,16,3,29.62042475,5044.685766,Speeding,1,10137.85764,92118.04567,4721.39068
ACC08547,India,2023,May,Main Road,Foggy,158.759507,4,79,Male,0.032478724,1,Moderate,2,2,Moderate,18,0,44.61162893,5895.69681,Distracted Driving,7,19694.73469,62296.12876,4858.464107
ACC08548,Australia,2023,November,Highway,Snowy,421.2033799,4,88,Female,0.053045227,0,Moderate,0,2,Minor,9,4,45.27759134,1619.457439,Speeding,1,34106.46093,84306.77775,4560.294409
ACC08549,India,2023,March,Main Road,Rainy,148.4112282,4,99,Male,0.183045157,1,Moderate,0,2,Severe,19,3,56.51224625,289.581099,Speeding,7,35740.68407,38643.95884,2841.263592
ACC08550,UK,2023,September,Main Road,Rainy,98.75439926,1,119,Female,0.094982378,1,Moderate,1,0,Minor,10,1,25.47540972,3599.180505,Distracted Driving,0,40240.31203,18983.751,36.5245133
ACC08551,India,2023,September,Street,Rainy,135.9184019,2,117,Male,0.128101478,0,Good,0,0,Minor,13,4,13.458376,8690.348356,Mechanical Failure,1,9942.555207,74674.06088,647.1506232
ACC08552,Japan,2023,May,Main Road,Rainy,75.99362388,4,79,Female,0.157429519,1,Poor,0,1,Moderate,12,2,58.92127505,5808.457646,Drunk Driving,2,19167.24314,65440.96775,1588.630003
ACC08553,Australia,2023,July,Main Road,Windy,410.7874866,4,89,Female,0.079587251,1,Moderate,0,2,Moderate,1,0,57.67495986,7567.575555,Weather,9,2092.711707,68043.70575,1969.025993
ACC08554,Russia,2023,February,Main Road,Clear,104.231718,1,61,Male,0.062239047,0,Moderate,0,0,Severe,10,0,54.78785303,2637.288536,Speeding,0,26411.82796,51230.13665,3163.329976
ACC08555,Germany,2023,May,Street,Rainy,461.9183229,3,67,Male,0.209313014,0,Moderate,2,0,Severe,13,3,37.42779696,2535.525601,Speeding,6,18975.56989,19010.17539,4687.213871
ACC08556,Australia,2023,April,Highway,Windy,437.8211454,4,52,Female,0.094993001,0,Poor,0,2,Moderate,6,0,35.23541114,5831.589115,Drunk Driving,2,29843.6987,19833.01538,529.3312592
ACC08557,Australia,2023,November,Main Road,Clear,387.5568335,2,70,Female,0.087713807,0,Poor,2,1,Minor,16,4,16.00269442,4915.378131,Weather,2,25081.24599,22198.84734,3487.278744
ACC08558,India,2023,March,Street,Snowy,256.250754,1,96,Female,0.197625458,0,Moderate,2,2,Moderate,16,1,56.58419845,6308.834002,Mechanical Failure,1,30971.76736,26633.55473,3214.001536
ACC08559,Canada,2023,June,Main Road,Foggy,190.5880942,3,115,Male,0.060989482,0,Moderate,2,1,Severe,1,3,59.37513172,9721.802312,Speeding,8,22750.21561,8010.679829,800.3989524
ACC08560,Brazil,2023,October,Main Road,Windy,287.0761339,4,36,Male,0.211680313,0,Moderate,0,0,Minor,18,4,35.70366992,640.1617619,Speeding,8,25086.76475,1458.597107,1103.290576
ACC08561,Australia,2023,August,Main Road,Clear,419.1099332,2,45,Female,0.008259299,0,Poor,2,0,Moderate,14,2,24.90307314,6304.828156,Speeding,5,21100.02298,62934.22546,3088.296936
ACC08562,Brazil,2023,December,Main Road,Foggy,430.200662,4,30,Male,0.090345192,0,Poor,2,0,Moderate,3,1,29.57133852,960.626052,Speeding,4,26259.41451,88918.73694,298.7651656
ACC08563,Russia,2023,July,Main Road,Rainy,153.8448988,1,82,Male,0.026706051,1,Moderate,2,2,Severe,4,4,13.84368749,7902.727178,Drunk Driving,1,38703.43708,59093.9723,4343.118452
ACC08564,Australia,2023,August,Highway,Foggy,135.1002205,4,83,Male,0.16668964,1,Poor,0,2,Severe,5,1,16.16662506,3152.736704,Mechanical Failure,0,36220.58235,33121.51364,23.90759823
ACC08565,Japan,2023,June,Street,Clear,156.5210833,1,89,Male,0.196199519,0,Good,1,1,Severe,18,1,59.79233296,5035.827536,Mechanical Failure,0,48909.41066,93491.52889,2265.614306
